title,type,description,cast,creators,directors,genres,mpaa,poster,duration,url,seasons,api_url
Just For Laughs - S1 E3,movie,"This episode includes top-shelf performances from comedians Tom Papa, Greg Proops, Ryan Stiles, Jimmy Fallon, Glen Foster, Sheryl Underwood, David Pryde, Craig Robinson, and Dana Gould.","Dana Gould,Jimmy Fallon,Sheryl Underwood,Greg Proops,Ryan Stiles,David Pryde,Glen Foster,Craig Robinson,Tom Papa",,,Comedy,TV-14,http://imghost.device.screenmedia.net/38146_JFL103_214x306.jpg,2700,https://www.popcornflix.com/movie/18-adb45ac9-4545-4ed4-a9a6-eeb173938ed4-just-for-laughs-s1-e3,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Subject Two,movie,A doctor invents a resurrection formula and tests it by killing his assistant over and over and over again.,"Christian Oliver,Courtney Mace,Dean Stapleton",,Philip Chidel,Drama,R,http://imghost.device.screenmedia.net/d66601f4-376a-4023-83e8-1d117b498e8f-1556288510.png,5580,https://www.popcornflix.com/movie/18-dbgipmeo2nho-subject-two,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Veronica,movie,"Fresh out of medical school, beautiful young Veronica navigates wildly passionate affairs, dicey career moves and harrowing life decisions as she settles down in Brazil's most violent city.","Júlio Rocha,Hermila Guedes,João Miguel,Maeve Jinkings",,Marcelo Gomes,Drama,,http://imghost.device.screenmedia.net/50758_Veronica_214x306.jpg,5520,https://www.popcornflix.com/movie/18-9300cb5e-2faa-4175-832a-d01fe6074249-veronica,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Just For Laughs - S1 E14,movie,"From family love to too much self-love, watch as the best comics in the business wax philosophic on the state of relationships in the modern day. Hosted by Modern Family's Eric Stonestreet and featuring Bob Marley, Fiona O'Loughlin, Robert Kelly, Debra DiGiovanni, Sebastian Maniscalco, and Tim Minchin.","Robert Kelly,Fiona O'Loughlin,Sebastian Maniscalco,Debra DiGiovanni,Tim Minchin,Bob Marley,Eric Stonestreet",,,Comedy,TV-14,http://imghost.device.screenmedia.net/37993_JFL114_214x306.jpg,2700,https://www.popcornflix.com/movie/18-a1f4c2fc-ab4d-4897-8a20-b8dbbaab9c09-just-for-laughs-s1-e14,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Ted Bundy,movie,"Docudrama based on the life of Ted Bundy, a serial killer who killed at least 19 young women during the 1970's, though some sources say as many as 30 to 35 were murdered. Set from his college student years, to his first victims, his capture, escape from prison, his final killing spree to his trial, conviction and execution.","Boti Bliss,Michael Reilly Burke,Julianna McCarthy",,Matthew Bright,Drama,R,http://imghost.device.screenmedia.net/b575b053-ba8c-4f93-bc0f-e149c123e8e0-1556288569.png,5940,https://www.popcornflix.com/movie/18-pr1whhywxqnq-ted-bundy,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
App,movie,"Anna's never far from her cellphone, and after a night of partying in the dorms, she wakes up groggy and hungover only to find that a new app has been added to it. Initially helpful and clever, IRIS soon begins behaving in cruel, mysterious ways. When it becomes clear she can't simply delete the unwanted evil app, Anna's efforts to confront it will set in motion a fearful series of events that will put her life, and those of her closest friends, in fatal danger.","Robert de Hoog,Hannah Hoekstra,Alex Hendrickx,Isis Cabolet",,Bobby Boermans,Action/Thriller,,http://imghost.device.screenmedia.net/50745_App_Roku_214x306.jpg,4800,https://www.popcornflix.com/movie/18-689b0fbd-114b-445b-940f-070c48fbfca2-app,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Just For Laughs - S1 E13,movie,"John Oliver laments the decline of everyone's favourite superpower as he hosts a star-studded show that analyzes the deplorable state of the States. Featuring Greg Proops, Colin Quinn, Mark Critch, Alonzo Bodden, and Marc Maron.","Alonzo Bodden,Greg Proops,Mark Critch,Colin Quinn,Marc Maron",,,Comedy,TV-14,http://imghost.device.screenmedia.net/37991_JFL113_214x306.jpg,2700,https://www.popcornflix.com/movie/18-a6c75eef-187b-46e0-b314-c106c7005ccc-just-for-laughs-s1-e13,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Survival,movie,Industrial magnate hires the former US Navy Seal Frank Mitchel to find his kidnapped daughter Susan. The only trail leads him to an abandoned factory in Poland. There Frank realizes that it all comes down to more than just a kidnapping.,"Yûho Yamashita,Frank Raffel,Oliver Juhrs",,"Frank Raffel,Michael Effenberger",Action/Thriller,,http://imghost.device.screenmedia.net/325c32e1-8843-442b-b0d9-7473b5993615-1556288539.png,6360,https://www.popcornflix.com/movie/18-xuvatnkhqjmj-survival,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Cruel,movie,Pierre is a shy man living with his ill father. The only respites from his lonely life are memories of his mother and killing innocent strangers. Tensions between a new-found romance and his killer urges drive Pierre to the brink.,"Jean-Jacques Lelte,Maurice Poli,Magali Moreau,Hans Meyer",,Eric Cherrière,Drama,,http://imghost.device.screenmedia.net/50747_Cruel_214x306.jpg,6840,https://www.popcornflix.com/movie/18-ce278146-f902-4112-8907-e4790fe5e82b-cruel,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Just For Laughs - S1 E12,movie,"The All-Star Show features nothing but top-tier comedy performers, all of whom have achieved notoriety and fame through their ground-breaking stand-up routines. Features -  John Pinette, Harland Williams, Jimmy Carr, Anthony Clark, and Jeffrey Ross.","John Pinette,Jimmy Carr,Harland Williams,Anthony Clark,Jeffrey Ross",,,Comedy,TV-14,http://imghost.device.screenmedia.net/37989_JFL112_214x306.jpg,2700,https://www.popcornflix.com/movie/18-be01504c-74f5-400d-9bcd-02225fe11cc7-just-for-laughs-s1-e12,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Thing Below,movie,"A top secret drilling platform in the Gulf of Mexico raises a dormant alien creature from the depths. Once loose, the creature goes on a murderous rampage.","Billy Warlock,Kurt Max Runte,Catherine Lough Haggquist",,Jim Wynorski,Horror,R,http://imghost.device.screenmedia.net/fd30874c-ea5d-469a-9648-457fb0c87299-1556288594.png,5700,https://www.popcornflix.com/movie/18-4v1n4p7sg6k6-the-thing-below,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Shark Killer,movie,"The services of shark killer Chase Walker have been engaged by his brother Jake, the head of a South African crime ring. The gig, kill the black-finned shark that swallowed a valuable diamond during a gang transaction. Enlisted to keep an eye on Chase is Jake's girlfriend, Jasmine. But Chase and Jasmine's relationship deepens with the threats from a rival crime boss, bring the diamond to him or die.","Derek Theler,Arnold Vosloo,Erica Cerra",,Sheldon Wilson,Action/Thriller,,http://imghost.device.screenmedia.net/50756_SharkKiller_214x306.jpg,5640,https://www.popcornflix.com/movie/18-e9bc7595-882d-4369-9d2d-17a0c59c841e-shark-killer,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Just For Laughs - S1 E11,movie,"This episode includes top-shelf performances from comedians Brad Garrett, Mark Little, Michael Kosta, Gerry Dee, Whitney Cummings, Jim Norton, Beardyman, and Ralph Harris.","Michael Kosta,Mark Little,Whitney Cummings,Gerry Dee,Brad Garrett,Jim Norton,Beardyman,Ralph Harris",,,Comedy,TV-14,http://imghost.device.screenmedia.net/37987_JFL111_214x306.jpg,2700,https://www.popcornflix.com/movie/18-c26bf42b-bb67-4c2d-a279-18a4bb65bb5b-just-for-laughs-s1-e11,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Perfect Witness,movie,"Mickey is about to get his big break as an amateur filmmaker, from a serial killer who turns him and his camera into the perfect witness.","Wes Bentley,Mark Borkowski,Joanne Baron",,Thomas Dunn,Horror,R,http://imghost.device.screenmedia.net/4b65252d-7995-46f7-86c6-c28b2bc5d677-1556288449.png,6000,https://www.popcornflix.com/movie/18-h7t6tcen1gnn-the-perfect-witness,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Kemper,movie,"Inspired by the events surrounding Ed Kemper, the Santa Cruz serial murderer aka co-ed Killer. No one is more surprised than his friend, Detective Tom Harris when Kemper reveals himself as the killer. Harris is trapped in a cat and mouse game, hoping to bring the man he thought was an ordinary man leading a routine life to justice.","Patricia Place,Robert Sisko,Christopher Stapleton",,Rick Bitzelberger,,R,http://imghost.device.screenmedia.net/50096_Kemper_Roku_214x306.jpg,5100,https://www.popcornflix.com/movie/18-495210ee-faa3-4713-9640-0c4e026a606b-kemper,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Just For Laughs - S1 E10,movie,"This episode includes top-shelf performances from comedians Jo Koy, Tim Minchin, Pete Johansson, Andrew Maxwell, Todd Barry, Tom Wrigglesworth, The Doo Wops, and Godfrey.","Pete Johansson,Todd Barry,The Doo Wops,Jo Koy,Tim Minchin,Godfrey,Tom Wrigglesworth,Andrew Maxwell",,,Comedy,TV-14,http://imghost.device.screenmedia.net/37985_JFL110_214x306.jpg,2700,https://www.popcornflix.com/movie/18-e797b2c3-2285-4f7c-a8b5-de2518f8cb21-just-for-laughs-s1-e10,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Trauma,movie,"Awaking from a coma to discover his wife has been killed in a car accident, Ben's world may as well have come to an end. A few weeks later, Ben's out of hospital and, attempting to start a new life, he moves home and is befriended by a beautiful young neighbor Charlotte. His life may be turning around but all is not what it seems and, haunted by visions of his dead wife, Ben starts to lose his grip on reality.","Naomie Harris,Dorothy Duffy,Colin Firth",,Marc Evans,Action/Thriller,R,https://media.unreel.me/prod/popcornflix/posters/859f5fb0-a8c3-41fd-9cfe-0995a818079f,5640,https://www.popcornflix.com/movie/18-3y0sw8ueludv-trauma,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Silent Scream,movie,"When a college class volunteers to help their Psychology Professor with his research, they are rewarded with a winter weekend retreat at his remote island cottage.  When students Nicole, Mark and their classmates go off for a weekend of partying at Professor Barren's cottage, a hooded figure appears and friends start to disappear.  As each classmate vanishes, Nicole struggles to understand who is after them and why she has escaped, until now.","Shanti Lowry,Scott Vickaryous,Melissa Schuman",,"Matt Cantu,Lance Kr Kawas",Horror,R,http://imghost.device.screenmedia.net/50100_SilentScream_214x306.jpg,5160,https://www.popcornflix.com/movie/18-1a13cc63-8260-4aea-b1d7-6e5c7242c9fa-silent-scream,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Just For Laughs - S1 E9,movie,"This episode includes top-shelf performances from comedians Tom Papa, Jarred Christmas, Joey Elias, Greg Behrendt, Kristeen von Hagen, Finesse Mitchell, and Jim Jefferies.","Greg Behrendt,Finesse Mitchell,Joey Elias,Jim Jefferies,Kristeen von Hagen,Jarred Christmas,Tom Papa",,,Comedy,TV-14,http://imghost.device.screenmedia.net/37983_JFL109_214x306.jpg,2700,https://www.popcornflix.com/movie/18-be2f50a3-f07d-481c-9918-e0bc758910c1-just-for-laughs-s1-e9,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Thirst,movie,Two couples roll their truck in the desert 80 miles away from anywhere.,"Tygh Runyan,Mercedes McNab,Lacey Chabert",,Jeffery Scott Lando,Drama,R,http://imghost.device.screenmedia.net/65886e46-bff6-478f-99db-998e2f227369-1556288616.png,5460,https://www.popcornflix.com/movie/18-gienwv505afw-thirst,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Ambrosia,movie,"Ambrosia is the story of an Iranian Canadian couple, Ali and Leila, who dream of an exciting future in Vancouver. Ali owns a pizza shop and thinks of expanding and Leila is an up and coming clothing designer. However, their situations change dramatically when Ali's shop is affected by the bad economy and Leila is hired to work at a fashion design firm.","Pauline Egan,Heather Doerksen,Camyar Chai,Sahar Biniaz",,Baharak Saeid Monir,Drama,,http://imghost.device.screenmedia.net/49988_Ambrosia_214x306.jpg,4740,https://www.popcornflix.com/movie/18-3674c81a-c452-4a3f-babe-0b890be5162c-ambrosia,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Just For Laughs - S1 E8,movie,"Laid bare, backed up by fact, or shoved down your throat, comedy's most opinionated performers present their views on a number of topics. Hosted by anger management drop-out Lewis Black, this show also features Kathleen Madigan, Derek Edwards, Paul F. Tompkins, Dom Irrera, and Greg Giraldo.","Lewis Black,Kathleen Madigan,Dom Irrera,Paul F. Tompkins,Greg Giraldo,Derek Edwards",,,Comedy,TV-14,http://imghost.device.screenmedia.net/37981_JFL108_214x306.jpg,2700,https://www.popcornflix.com/movie/18-8f5bd9fa-7650-4b32-868a-bbb6e83fc958-just-for-laughs-s1-e8,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Wilderness,movie,"Juvenile delinquents gets sent to a small British island after a fellow prisoners death, where they have to fight for survival.","Sean Pertwee,Toby Kebbell,Alex Reid",,M.J. Bassett,Action/Thriller,R,http://imghost.device.screenmedia.net/0cf34727-0803-4d79-a519-ede5a1e663fd-1556288662.png,5580,https://www.popcornflix.com/movie/18-d41ieteelpec-wilderness,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
House on Haunted Hill,movie,"A millionaire offers ten thousand dollars to five people if they agree to stay overnight in a large, spooky, rented house. When you consider that the millionaire is Vincent Price, and the film is directed by Schlock master William Castle, you can bet the five guests are in for a long, bumpy night. This ""super shocker of the century"" was a smash hit upon its 1959 release. For architecture buffs, the home used for the exteriors of the haunted house was actually designed by Frank Lloyd Wright and built in 1924!","Vincent Price,Carolyn Craid,Richard Long",,William Castle,Horror,,http://imghost.device.screenmedia.net/49751_HouseOnAHauntedHill_214x306.jpg,4440,https://www.popcornflix.com/movie/18-8ef2417f-dbaf-4b6a-9446-c0674c9acb40-house-on-haunted-hill,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Just For Laughs - S1 E7,movie,"Everyone's favorite stoners bring you a night of side-splitting comedy you won't soon forget... or that you'll at least try really hard to remember.  Hosted by Cheech and Chong and featuring Bill Burr, Jay Malone, Lavell Crawford, and Noel Fielding.","Jay Malone,Noel Fielding,Bill Burr,Tommy Chong,Lavell Crawford,Cheech Marin",,,Comedy,TV-14,http://imghost.device.screenmedia.net/37979_JFL107_214x306.jpg,2700,https://www.popcornflix.com/movie/18-7f1b2c0c-a406-42a0-95cc-243d374cb567-just-for-laughs-s1-e7,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
